Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,1425,,ដុល្លារ​អាមេរិក,១០.ខ.១.  បរិមាណហិរញ្ញប្បទានសហប្រតិបត្តិការសរុប សម្រាប់កម្ពុជា
2016,1425,,ដុល្លារ​អាមេរិក,១០.ខ.១.  បរិមាណហិរញ្ញប្បទានសហប្រតិបត្តិការសរុប សម្រាប់កម្ពុជា
2017,1425,,ដុល្លារ​អាមេរិក,១០.ខ.១.  បរិមាណហិរញ្ញប្បទានសហប្រតិបត្តិការសរុប សម្រាប់កម្ពុជា
2018,1425,,ដុល្លារ​អាមេរិក,១០.ខ.១.  បរិមាណហិរញ្ញប្បទានសហប្រតិបត្តិការសរុប សម្រាប់កម្ពុជា
2019,1425,,ដុល្លារ​អាមេរិក,១០.ខ.១.  បរិមាណហិរញ្ញប្បទានសហប្រតិបត្តិការសរុប សម្រាប់កម្ពុជា
2020,1425,,ដុល្លារ​អាមេរិក,១០.ខ.១.  បរិមាណហិរញ្ញប្បទានសហប្រតិបត្តិការសរុប សម្រាប់កម្ពុជា
