Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,44.11,,ភាគរយ,៩.គ.១ សមមាត្រនៃប្រជជនប្រើប្រាស់បណ្តាញអ៊ិនធើណេត(ចល័តនិងអចល័ត)
2016,51.83,,ភាគរយ,៩.គ.១ សមមាត្រនៃប្រជជនប្រើប្រាស់បណ្តាញអ៊ិនធើណេត(ចល័តនិងអចល័ត)
2017,68.4,,ភាគរយ,៩.គ.១ សមមាត្រនៃប្រជជនប្រើប្រាស់បណ្តាញអ៊ិនធើណេត(ចល័តនិងអចល័ត)
2018,84.7,,ភាគរយ,៩.គ.១ សមមាត្រនៃប្រជជនប្រើប្រាស់បណ្តាញអ៊ិនធើណេត(ចល័តនិងអចល័ត)
2019,100.38,,ភាគរយ,៩.គ.១ សមមាត្រនៃប្រជជនប្រើប្រាស់បណ្តាញអ៊ិនធើណេត(ចល័តនិងអចល័ត)
2020,93.93,,ភាគរយ,៩.គ.១ សមមាត្រនៃប្រជជនប្រើប្រាស់បណ្តាញអ៊ិនធើណេត(ចល័តនិងអចល័ត)
