Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2016,N_KH_141501_01,,PT,,20
2017,N_KH_141501_01,,PT,,25
2018,N_KH_141501_01,,PT,,30
2019,N_KH_141501_01,,PT,,35
2020,N_KH_141501_01,,PT,,40
