Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2016,N_KH_060401_01,,PT,,83
2017,N_KH_060401_01,,PT,,85
2018,N_KH_060401_01,,PT,,87
2019,N_KH_060401_01,,PT,,90
2020,N_KH_060401_01,,PT,,93
