Year,SERIES,Reference area,UNIT_MEASURE,GeoCode,Value
2015,7.2.1 Renewable energy consumption,,Percent,,33.84
2016,7.2.1 Renewable energy consumption,,Percent,,37.1
2017,7.2.1 Renewable energy consumption,,Percent,,34.28
2018,7.2.1 Renewable energy consumption,,Percent,,49.46
2019,7.2.1 Renewable energy consumption,,Percent,,34.84
2020,7.2.1 Renewable energy consumption,,Percent,,33.0
