Year,SERIES,Reference area,UNIT_MEASURE,GeoCode,Value
2015,7.3.1 Proption of primary energy with GDP,,Tons oil equivalent,,0.3
2016,7.3.1 Proption of primary energy with GDP,,Tons oil equivalent,,0.32
2017,7.3.1 Proption of primary energy with GDP,,Tons oil equivalent,,0.31
2018,7.3.1 Proption of primary energy with GDP,,Tons oil equivalent,,0.3
2019,7.3.1 Proption of primary energy with GDP,,Tons oil equivalent,,0.3
2020,7.3.1 Proption of primary energy with GDP,,Tons oil equivalent,,0.29
