Year,SERIES,Reference area,UNIT_MEASURE,GeoCode,Value
2015,11.6.1 Amount of urban solid waste regularly collected and with adequate final discharge,,Metric Tons,,1.2
2016,11.6.1 Amount of urban solid waste regularly collected and with adequate final discharge,,Metric Tons,,1.25
2017,11.6.1 Amount of urban solid waste regularly collected and with adequate final discharge,,Metric Tons,,1.28
2018,11.6.1 Amount of urban solid waste regularly collected and with adequate final discharge,,Metric Tons,,1.3
2019,11.6.1 Amount of urban solid waste regularly collected and with adequate final discharge,,Metric Tons,,1.33
2020,11.6.1 Amount of urban solid waste regularly collected and with adequate final discharge,,Metric Tons,,1.35
