Year,SERIES,Reference area,UNIT_MEASURE,GeoCode,Value
2015,7.1.2 Proportion of population with primary reliance on clean fuels and technology,,Number,,6.16
2016,7.1.2 Proportion of population with primary reliance on clean fuels and technology,,Number,,5.59
2017,7.1.2 Proportion of population with primary reliance on clean fuels and technology,,Number,,5.22
2018,7.1.2 Proportion of population with primary reliance on clean fuels and technology,,Number,,7.65
