Year,SERIES,Reference area,UNIT_MEASURE,GeoCode,Value
2016,15.1.3 Forest areas and ecosystems sustainably utilized,,Hectares,,50
2020,15.1.3 Forest areas and ecosystems sustainably utilized,,Hectares,,90
