Year,SERIES,Reference area,UNIT_MEASURE,GeoCode,Value
2016,14.7.1 Value of sustainable fisheries production as a percentage of GDP,,Percent,,7.5
2017,14.7.1 Value of sustainable fisheries production as a percentage of GDP,,Percent,,7.6
2018,14.7.1 Value of sustainable fisheries production as a percentage of GDP,,Percent,,7.7
2019,14.7.1 Value of sustainable fisheries production as a percentage of GDP,,Percent,,7.8
2020,14.7.1 Value of sustainable fisheries production as a percentage of GDP,,Percent,,7.9
