Year,SERIES,Reference area,UNIT_MEASURE,GeoCode,Value
2015,12.4.2 Percentage of release reduction of mercury (Hg) to the environment,,Percent,,0
2016,12.4.2 Percentage of release reduction of mercury (Hg) to the environment,,Percent,,0
2017,12.4.2 Percentage of release reduction of mercury (Hg) to the environment,,Percent,,0
2018,12.4.2 Percentage of release reduction of mercury (Hg) to the environment,,Percent,,2
2019,12.4.2 Percentage of release reduction of mercury (Hg) to the environment,,Percent,,3
2020,12.4.2 Percentage of release reduction of mercury (Hg) to the environment,,Percent,,5
