Year,SERIES,Reference area,UNIT_MEASURE,GeoCode,Value
2016,14.5.1 Percentage of coverage of marine and inland fisheries conservation areas protected,,Percent,,20
2017,14.5.1 Percentage of coverage of marine and inland fisheries conservation areas protected,,Percent,,25
2018,14.5.1 Percentage of coverage of marine and inland fisheries conservation areas protected,,Percent,,30
2019,14.5.1 Percentage of coverage of marine and inland fisheries conservation areas protected,,Percent,,35
2020,14.5.1 Percentage of coverage of marine and inland fisheries conservation areas protected,,Percent,,40
