Year,SERIES,Reference area,UNIT_MEASURE,GeoCode,Value
2015,"15.9.2 Number of policies, strategies and regulations on ecosystem services is established and implemented",,Number,,6
2016,"15.9.2 Number of policies, strategies and regulations on ecosystem services is established and implemented",,Number,,10
2017,"15.9.2 Number of policies, strategies and regulations on ecosystem services is established and implemented",,Number,,29
2018,"15.9.2 Number of policies, strategies and regulations on ecosystem services is established and implemented",,Number,,3
2020,"15.9.2 Number of policies, strategies and regulations on ecosystem services is established and implemented",,Number,,2
