Year,SERIES,Reference area,Sex,Age,UNIT_MEASURE,GeoCode,Value
2016,"5.2.2 Proportion of women and girls aged 15 years and older subjected to sexual violence by persons other than an intimate partner in the previous 12 months, by age and place of occurrence",,Female,15 years old and over,Percent,,0.1
