Year,SERIES,Reference area,UNIT_MEASURE,GeoCode,Value
2015,13.1.1 Percentage of communes/Sangkats vulnerable to climate change,,Percent,,47
2016,13.1.1 Percentage of communes/Sangkats vulnerable to climate change,,Percent,,43
2019,13.1.1 Percentage of communes/Sangkats vulnerable to climate change,,Percent,,39
2020,13.1.1 Percentage of communes/Sangkats vulnerable to climate change,,Percent,,38
