Year,SERIES,Reference area,UNIT_MEASURE,GeoCode,Value
2016,13.3.1 Intitution level that prepared for response to Climate Change indicated as percentage of institutional capacities mainstreamed on 5 components of Climate Change,,Percent,,27
2018,13.3.1 Intitution level that prepared for response to Climate Change indicated as percentage of institutional capacities mainstreamed on 5 components of Climate Change,,Percent,,45
