Year,SERIES,Reference area,UNIT_MEASURE,GeoCode,Value
2015,9.2.1 Number of Cambodian employees in manufacturing sector as a proportion to total employment within thecountry,,Percent,,10
2016,9.2.1 Number of Cambodian employees in manufacturing sector as a proportion to total employment within thecountry,,Percent,,10
2017,9.2.1 Number of Cambodian employees in manufacturing sector as a proportion to total employment within thecountry,,Percent,,12
2018,9.2.1 Number of Cambodian employees in manufacturing sector as a proportion to total employment within thecountry,,Percent,,13
2019,9.2.1 Number of Cambodian employees in manufacturing sector as a proportion to total employment within thecountry,,Percent,,14
2020,9.2.1 Number of Cambodian employees in manufacturing sector as a proportion to total employment within thecountry,,Percent,,15
