Year,SERIES,Reference area,UNIT_MEASURE,GeoCode,Value
2015,17.17.1 Amount of ODA disbursed to civil society partnerships (as % of GDP),,Percent,,0.01
2016,17.17.1 Amount of ODA disbursed to civil society partnerships (as % of GDP),,Percent,,0.01
2017,17.17.1 Amount of ODA disbursed to civil society partnerships (as % of GDP),,Percent,,0.01
2018,17.17.1 Amount of ODA disbursed to civil society partnerships (as % of GDP),,Percent,,0.01
2019,17.17.1 Amount of ODA disbursed to civil society partnerships (as % of GDP),,Percent,,0.01
2020,17.17.1 Amount of ODA disbursed to civil society partnerships (as % of GDP),,Percent,,0.01
