Year,SERIES,Reference area,UNIT_MEASURE,GeoCode,Value
2016,9.5.1 Research and development expenditure as a proportion of GDP,,Percent,,0.12
2017,9.5.1 Research and development expenditure as a proportion of GDP,,Percent,,0.13
2018,9.5.1 Research and development expenditure as a proportion of GDP,,Percent,,0.14
2019,9.5.1 Research and development expenditure as a proportion of GDP,,Percent,,0.16
2020,9.5.1 Research and development expenditure as a proportion of GDP,,Percent,,0.2
