Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,IT_NET_BBND,,PT,,0.54
2016,IT_NET_BBND,,PT,,0.62
2017,IT_NET_BBND,,PT,,0.86
2018,IT_NET_BBND,,PT,,0.94
2019,IT_NET_BBND,,PT,,1.35
2020,IT_NET_BBND,,PT,,1.53
