Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2016,N_KH_130302_01,,PT,,0.06
2017,N_KH_130302_01,,PT,,0.12
2018,N_KH_130302_01,,PT,,0.18
2019,N_KH_130302_01,,PT,,0.24
2020,N_KH_130302_01,,PT,,0.3
