Year,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,GeoCode,Value
2016,SP_DYN_MRBF18,,F,Y20T24,PT,,1.9
2018,SP_DYN_MRBF18,,F,Y20T24,PT,,1.8
