Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,7.4,,Percent,17.3.1 Official development assistance as % of GDP
2016,7.35,,Percent,17.3.1 Official development assistance as % of GDP
2017,6.87,,Percent,17.3.1 Official development assistance as % of GDP
2018,6.42,,Percent,17.3.1 Official development assistance as % of GDP
2019,6.0,,Percent,17.3.1 Official development assistance as % of GDP
2020,5.61,,Percent,17.3.1 Official development assistance as % of GDP
