Year,Value,GeoCode,UNIT_MEASURE,SERIES
2016,1548,,USD per Hectare,2.4.1 Sustainable Agricultural Land Productivity
2017,1608,,USD per Hectare,2.4.1 Sustainable Agricultural Land Productivity
2018,1671,,USD per Hectare,2.4.1 Sustainable Agricultural Land Productivity
2019,1736,,USD per Hectare,2.4.1 Sustainable Agricultural Land Productivity
2020,1804,,USD per Hectare,2.4.1 Sustainable Agricultural Land Productivity
