Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,300,,Number,18.2.2 The number of villages contaminated by mines / ERW to receive Mine Risk Educationmessages
2016,315,,Number,18.2.2 The number of villages contaminated by mines / ERW to receive Mine Risk Educationmessages
2017,330,,Number,18.2.2 The number of villages contaminated by mines / ERW to receive Mine Risk Educationmessages
2018,347,,Number,18.2.2 The number of villages contaminated by mines / ERW to receive Mine Risk Educationmessages
2019,364,,Number,18.2.2 The number of villages contaminated by mines / ERW to receive Mine Risk Educationmessages
2020,382,,Number,18.2.2 The number of villages contaminated by mines / ERW to receive Mine Risk Educationmessages
