Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,6250000,,Metric Tons,9.1.1 Freight volumes of ports and railway
2016,6890000,,Metric Tons,9.1.1 Freight volumes of ports and railway
2017,7654000,,Metric Tons,9.1.1 Freight volumes of ports and railway
2018,7944000,,Metric Tons,9.1.1 Freight volumes of ports and railway
2019,8461000,,Metric Tons,9.1.1 Freight volumes of ports and railway
2020,12428000,,Metric Tons,9.1.1 Freight volumes of ports and railway
