Year,Value,GeoCode,UNIT_MEASURE,SERIES
2016,27,,Percent,13.3.1 Intitution level that prepared for response to Climate Change indicated as percentage of institutional capacities mainstreamed on 5 components of Climate Change
2018,45,,Percent,13.3.1 Intitution level that prepared for response to Climate Change indicated as percentage of institutional capacities mainstreamed on 5 components of Climate Change
