Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,47,,Percent,13.1.1 Percentage of communes/Sangkats vulnerable to climate change
2016,43,,Percent,13.1.1 Percentage of communes/Sangkats vulnerable to climate change
2019,39,,Percent,13.1.1 Percentage of communes/Sangkats vulnerable to climate change
2020,38,,Percent,13.1.1 Percentage of communes/Sangkats vulnerable to climate change
