Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,163000,,Metric Tons,"12.5.1 National recycling rate, tons of material recycled"
2016,163400,,Metric Tons,"12.5.1 National recycling rate, tons of material recycled"
2017,175000,,Metric Tons,"12.5.1 National recycling rate, tons of material recycled"
2018,178000,,Metric Tons,"12.5.1 National recycling rate, tons of material recycled"
2019,178100,,Metric Tons,"12.5.1 National recycling rate, tons of material recycled"
2020,180000,,Metric Tons,"12.5.1 National recycling rate, tons of material recycled"
