Year,Value,GeoCode,UNIT_MEASURE,SERIES
2016,50,,Hectares,15.1.3 Forest areas and ecosystems sustainably utilized
2020,90,,Hectares,15.1.3 Forest areas and ecosystems sustainably utilized
