Year,Value,GeoCode,UNIT_MEASURE,SERIES
2016,20000,,Hectares,"15.3.1 Area of forest landscape restoration for areas affected by desertification, drought and floods"
2020,24000,,Hectares,"15.3.1 Area of forest landscape restoration for areas affected by desertification, drought and floods"
