Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,6.16,,Number,7.1.2 Proportion of population with primary reliance on clean fuels and technology
2016,5.59,,Number,7.1.2 Proportion of population with primary reliance on clean fuels and technology
2017,5.22,,Number,7.1.2 Proportion of population with primary reliance on clean fuels and technology
2018,7.65,,Number,7.1.2 Proportion of population with primary reliance on clean fuels and technology
