Year,Value,GeoCode,UNIT_MEASURE,SERIES
2016,0.71,,Percent,2.a.1 Total Official flows (official development assistance + other official flows) to agriculture sector (as % of GDP)
2017,0.66,,Percent,2.a.1 Total Official flows (official development assistance + other official flows) to agriculture sector (as % of GDP)
2018,0.62,,Percent,2.a.1 Total Official flows (official development assistance + other official flows) to agriculture sector (as % of GDP)
2019,0.58,,Percent,2.a.1 Total Official flows (official development assistance + other official flows) to agriculture sector (as % of GDP)
2020,0.54,,Percent,2.a.1 Total Official flows (official development assistance + other official flows) to agriculture sector (as % of GDP)
