Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,0,,Percent,12.4.2 Percentage of release reduction of mercury (Hg) to the environment
2016,0,,Percent,12.4.2 Percentage of release reduction of mercury (Hg) to the environment
2017,0,,Percent,12.4.2 Percentage of release reduction of mercury (Hg) to the environment
2018,2,,Percent,12.4.2 Percentage of release reduction of mercury (Hg) to the environment
2019,3,,Percent,12.4.2 Percentage of release reduction of mercury (Hg) to the environment
2020,5,,Percent,12.4.2 Percentage of release reduction of mercury (Hg) to the environment
