Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,12.5,,Percent,8.9.1 Tourism direct GDP as a proportion of total GDP and in growth rate
2016,12.5,,Percent,8.9.1 Tourism direct GDP as a proportion of total GDP and in growth rate
2017,12.8,,Percent,8.9.1 Tourism direct GDP as a proportion of total GDP and in growth rate
2018,12.8,,Percent,8.9.1 Tourism direct GDP as a proportion of total GDP and in growth rate
2019,13.0,,Percent,8.9.1 Tourism direct GDP as a proportion of total GDP and in growth rate
2020,13.5,,Percent,8.9.1 Tourism direct GDP as a proportion of total GDP and in growth rate
