Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,12,,Percent,6.3.1 Proportion of wastewater safely treated
2016,15,,Percent,6.3.1 Proportion of wastewater safely treated
2017,19,,Percent,6.3.1 Proportion of wastewater safely treated
2018,19,,Percent,6.3.1 Proportion of wastewater safely treated
2019,23,,Percent,6.3.1 Proportion of wastewater safely treated
2020,23,,Percent,6.3.1 Proportion of wastewater safely treated
