Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,1500,,Number,18.3.2 The number of mine and ERW casualties received rehabilitation service
2016,2300,,Number,18.3.2 The number of mine and ERW casualties received rehabilitation service
2017,3577,,Number,18.3.2 The number of mine and ERW casualties received rehabilitation service
2018,3648,,Number,18.3.2 The number of mine and ERW casualties received rehabilitation service
2019,3731,,Number,18.3.2 The number of mine and ERW casualties received rehabilitation service
2020,3785,,Number,18.3.2 The number of mine and ERW casualties received rehabilitation service
