Year,Value,GeoCode,UNIT_MEASURE,SERIES
2016,1,,Number,15.5.1 Number of action plans forconservation of rare and endangered species of fauna and flora developed and implemented
2017,4,,Number,15.5.1 Number of action plans forconservation of rare and endangered species of fauna and flora developed and implemented
2018,7,,Number,15.5.1 Number of action plans forconservation of rare and endangered species of fauna and flora developed and implemented
2019,10,,Number,15.5.1 Number of action plans forconservation of rare and endangered species of fauna and flora developed and implemented
2020,13,,Number,15.5.1 Number of action plans forconservation of rare and endangered species of fauna and flora developed and implemented
