Year,Value,GeoCode,UNIT_MEASURE,SERIES
2016,20,,Percent,14.5.1 Percentage of coverage of marine and inland fisheries conservation areas protected
2017,25,,Percent,14.5.1 Percentage of coverage of marine and inland fisheries conservation areas protected
2018,30,,Percent,14.5.1 Percentage of coverage of marine and inland fisheries conservation areas protected
2019,35,,Percent,14.5.1 Percentage of coverage of marine and inland fisheries conservation areas protected
2020,40,,Percent,14.5.1 Percentage of coverage of marine and inland fisheries conservation areas protected
