Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,6,,Number,"15.9.2 Number of policies, strategies and regulations on ecosystem services is established and implemented"
2016,10,,Number,"15.9.2 Number of policies, strategies and regulations on ecosystem services is established and implemented"
2017,29,,Number,"15.9.2 Number of policies, strategies and regulations on ecosystem services is established and implemented"
2018,3,,Number,"15.9.2 Number of policies, strategies and regulations on ecosystem services is established and implemented"
2020,2,,Number,"15.9.2 Number of policies, strategies and regulations on ecosystem services is established and implemented"
