Year,Value,GeoCode,UNIT_MEASURE,SERIES
2016,1.2,,Percent,13.2.2 Percentage of increase in public expenditure for climate change
2017,0.9,,Percent,13.2.2 Percentage of increase in public expenditure for climate change
