Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,0.2,,Percent,17.18.2 Proportion of budget expenditure for implementation the National Strategy for the Development of Statistic (NSDS)
2020,0.7,,Percent,17.18.2 Proportion of budget expenditure for implementation the National Strategy for the Development of Statistic (NSDS)
