Year,Value,GeoCode,UNIT_MEASURE,SERIES
2016,50,,Number,"5.1.1 Whether or not legal frameworks are in place to promote, enforce and monitor equality and non‑discrimination on the basis of sex"
2018,55,,Number,"5.1.1 Whether or not legal frameworks are in place to promote, enforce and monitor equality and non‑discrimination on the basis of sex"
