Year,Value,GeoCode,UNIT_MEASURE,SERIES
2014,47375,,Number,10.4.1 Civil Servants Retirees and invalid people who receive pension benefits
2016,52274,,Number,10.4.1 Civil Servants Retirees and invalid people who receive pension benefits
2017,54092,,Number,10.4.1 Civil Servants Retirees and invalid people who receive pension benefits
2018,55702,,Number,10.4.1 Civil Servants Retirees and invalid people who receive pension benefits
2019,57282,,Number,10.4.1 Civil Servants Retirees and invalid people who receive pension benefits
2020,58762,,Number,10.4.1 Civil Servants Retirees and invalid people who receive pension benefits
