Year,Value,GeoCode,UNIT_MEASURE,SERIES
2017,40,,Percent,15.2.1 Percentage of sustainable forest protection and management
2018,45,,Percent,15.2.1 Percentage of sustainable forest protection and management
2019,45,,Percent,15.2.1 Percentage of sustainable forest protection and management
2020,60,,Percent,15.2.1 Percentage of sustainable forest protection and management
