Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,10,,Percent,11.6.2 Percentage of the deduction plastic bag used
2016,10,,Percent,11.6.2 Percentage of the deduction plastic bag used
2017,10,,Percent,11.6.2 Percentage of the deduction plastic bag used
2018,10,,Percent,11.6.2 Percentage of the deduction plastic bag used
2019,20,,Percent,11.6.2 Percentage of the deduction plastic bag used
2020,20,,Percent,11.6.2 Percentage of the deduction plastic bag used
