Year,Value,GeoCode,UNIT_MEASURE,SERIES
2017,50,,Percent,14.2.1 Key ecosystem function and service of marine and coast area maintained and restore as necessary
2018,50,,Percent,14.2.1 Key ecosystem function and service of marine and coast area maintained and restore as necessary
2019,50,,Percent,14.2.1 Key ecosystem function and service of marine and coast area maintained and restore as necessary
2020,55,,Percent,14.2.1 Key ecosystem function and service of marine and coast area maintained and restore as necessary
