Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,0.03,,Percent,17.9.2 Amount of ODA to Economic and Development Policy/Planning (as % of GDP)​​​ committed to Cambodia
2016,0.03,,Percent,17.9.2 Amount of ODA to Economic and Development Policy/Planning (as % of GDP)​​​ committed to Cambodia
2017,0.02,,Percent,17.9.2 Amount of ODA to Economic and Development Policy/Planning (as % of GDP)​​​ committed to Cambodia
2018,0.02,,Percent,17.9.2 Amount of ODA to Economic and Development Policy/Planning (as % of GDP)​​​ committed to Cambodia
2019,0.02,,Percent,17.9.2 Amount of ODA to Economic and Development Policy/Planning (as % of GDP)​​​ committed to Cambodia
2020,0.02,,Percent,17.9.2 Amount of ODA to Economic and Development Policy/Planning (as % of GDP)​​​ committed to Cambodia
