Year,Value,GeoCode,UNIT_MEASURE,SERIES
2016,123,,Number,18.3.3 The number of mine and ERW casualties received emergency  and rapid response from CMAA
2017,128,,Number,18.3.3 The number of mine and ERW casualties received emergency  and rapid response from CMAA
2018,124,,Number,18.3.3 The number of mine and ERW casualties received emergency  and rapid response from CMAA
