Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,-2,,Percent,8.2.2.3 Growth Rate of online issuing the Cerficate of Origin
2016,22,,Percent,8.2.2.3 Growth Rate of online issuing the Cerficate of Origin
2017,22,,Percent,8.2.2.3 Growth Rate of online issuing the Cerficate of Origin
2018,6,,Percent,8.2.2.3 Growth Rate of online issuing the Cerficate of Origin
2019,4,,Percent,8.2.2.3 Growth Rate of online issuing the Cerficate of Origin
2020,14,,Percent,8.2.2.3 Growth Rate of online issuing the Cerficate of Origin
