Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,99.0,,Percent,"4.c.1 Proportion of teachers inpre-primary, primary,  lower secondary and upper secondary education who have received pre-service or in-service training"
2016,98.7,,Percent,"4.c.1 Proportion of teachers inpre-primary, primary,  lower secondary and upper secondary education who have received pre-service or in-service training"
2017,98.4,,Percent,"4.c.1 Proportion of teachers inpre-primary, primary,  lower secondary and upper secondary education who have received pre-service or in-service training"
2018,99.3,,Percent,"4.c.1 Proportion of teachers inpre-primary, primary,  lower secondary and upper secondary education who have received pre-service or in-service training"
