Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,4,,Number,17.10.1 The number of commercial legal norms and standards set up to facilitate local investors and investors in trading
2016,9,,Number,17.10.1 The number of commercial legal norms and standards set up to facilitate local investors and investors in trading
2017,14,,Number,17.10.1 The number of commercial legal norms and standards set up to facilitate local investors and investors in trading
2018,18,,Number,17.10.1 The number of commercial legal norms and standards set up to facilitate local investors and investors in trading
2019,23,,Number,17.10.1 The number of commercial legal norms and standards set up to facilitate local investors and investors in trading
2020,27,,Number,17.10.1 The number of commercial legal norms and standards set up to facilitate local investors and investors in trading
