Year,Value,GeoCode,UNIT_MEASURE,SERIES
2016,5,,Number,"5.4.1. Number of legal and policy measures to address and recognize work-life balance, and unpaid care and domestic works, and promote women's increased access to decent employment"
2018,7,,Number,"5.4.1. Number of legal and policy measures to address and recognize work-life balance, and unpaid care and domestic works, and promote women's increased access to decent employment"
