Year,Value,GeoCode,UNIT_MEASURE,SERIES
2016,83,,Percent,"6.4.1 By 2025, all Cambodian people living in urban areas have access to clean water sustainably with quality and affordable price"
2017,85,,Percent,"6.4.1 By 2025, all Cambodian people living in urban areas have access to clean water sustainably with quality and affordable price"
2018,87,,Percent,"6.4.1 By 2025, all Cambodian people living in urban areas have access to clean water sustainably with quality and affordable price"
2019,90,,Percent,"6.4.1 By 2025, all Cambodian people living in urban areas have access to clean water sustainably with quality and affordable price"
2020,93,,Percent,"6.4.1 By 2025, all Cambodian people living in urban areas have access to clean water sustainably with quality and affordable price"
