Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,N_KH_030601_01,,PT,,22
2016,N_KH_030601_01,,PT,,40
2017,N_KH_030601_01,,PT,,50
2018,N_KH_030601_01,,PT,,60
2019,N_KH_030601_01,,PT,,70
2020,N_KH_030601_01,,PT,,80
