Year,SERIES,Reference area,UNIT_MEASURE,GeoCode,Value
2016,18.3.3 The number of mine and ERW casualties received emergency  and rapid response from CMAA,,Number,,123
2017,18.3.3 The number of mine and ERW casualties received emergency  and rapid response from CMAA,,Number,,128
2018,18.3.3 The number of mine and ERW casualties received emergency  and rapid response from CMAA,,Number,,124
