Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,N_KH_160301_01,,PER_100000_POP,,1.48
2016,N_KH_160301_01,,PER_100000_POP,,3.71
2017,N_KH_160301_01,,PER_100000_POP,,3.74
2018,N_KH_160301_01,,PER_100000_POP,,3.77
2019,N_KH_160301_01,,PER_100000_POP,,3.82
2020,N_KH_160301_01,,PER_100000_POP,,3.82
