Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,N_KH_110602_01,,PT,,10
2016,N_KH_110602_01,,PT,,10
2017,N_KH_110602_01,,PT,,10
2018,N_KH_110602_01,,PT,,10
2019,N_KH_110602_01,,PT,,20
2020,N_KH_110602_01,,PT,,20
