Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2016,N_KH_150501_01,,NUMBER,,1
2017,N_KH_150501_01,,NUMBER,,4
2018,N_KH_150501_01,,NUMBER,,7
2019,N_KH_150501_01,,NUMBER,,10
2020,N_KH_150501_01,,NUMBER,,13
