Year,SERIES,Reference area,UNIT_MEASURE,GeoCode,Value
2015,12.4.3 Effectiveness management of hazardous waste and biological and radioactive waste,,Percent,,0
2016,12.4.3 Effectiveness management of hazardous waste and biological and radioactive waste,,Percent,,0
2017,12.4.3 Effectiveness management of hazardous waste and biological and radioactive waste,,Percent,,0
2018,12.4.3 Effectiveness management of hazardous waste and biological and radioactive waste,,Percent,,3
2019,12.4.3 Effectiveness management of hazardous waste and biological and radioactive waste,,Percent,,3
2020,12.4.3 Effectiveness management of hazardous waste and biological and radioactive waste,,Percent,,5
