Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2016,N_KH_010401_01,,PT,,40
2017,N_KH_010401_01,,PT,,43
2018,N_KH_010401_01,,PT,,45
2019,N_KH_010401_01,,PT,,48
2020,N_KH_010401_01,,PT,,50
