Year,SERIES,Reference area,UNIT_MEASURE,GeoCode,Value
2015,16.3.1 Proportion of people involved in disseminating laws,,"Per 100,000 population",,1.48
2016,16.3.1 Proportion of people involved in disseminating laws,,"Per 100,000 population",,3.71
2017,16.3.1 Proportion of people involved in disseminating laws,,"Per 100,000 population",,3.74
2018,16.3.1 Proportion of people involved in disseminating laws,,"Per 100,000 population",,3.77
2019,16.3.1 Proportion of people involved in disseminating laws,,"Per 100,000 population",,3.82
2020,16.3.1 Proportion of people involved in disseminating laws,,"Per 100,000 population",,3.82
