Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,SE_PRE_PARTN,,PT,,35.3
2016,SE_PRE_PARTN,,PT,,37.0
2017,SE_PRE_PARTN,,PT,,41.0
2018,SE_PRE_PARTN,,PT,,41.8
2019,SE_PRE_PARTN,,PT,,42.7
2020,SE_PRE_PARTN,,PT,,43.5
