Year,SERIES,តំបន់យោង,UNIT_MEASURE,GeoCode,Value
2015,៤.ក.១ សមាមាត្រនៃសាលាមេត្តយ្យសិក្សា បឋមសិក្សា និងមធ្យមសិក្សាដែលមានឧបករណ៍ទឹកស្អាតសម្រាប់បរិភោគ,,ភាគរយ,,27.0
2016,៤.ក.១ សមាមាត្រនៃសាលាមេត្តយ្យសិក្សា បឋមសិក្សា និងមធ្យមសិក្សាដែលមានឧបករណ៍ទឹកស្អាតសម្រាប់បរិភោគ,,ភាគរយ,,47.9
2017,៤.ក.១ សមាមាត្រនៃសាលាមេត្តយ្យសិក្សា បឋមសិក្សា និងមធ្យមសិក្សាដែលមានឧបករណ៍ទឹកស្អាតសម្រាប់បរិភោគ,,ភាគរយ,,48.2
2018,៤.ក.១ សមាមាត្រនៃសាលាមេត្តយ្យសិក្សា បឋមសិក្សា និងមធ្យមសិក្សាដែលមានឧបករណ៍ទឹកស្អាតសម្រាប់បរិភោគ,,ភាគរយ,,46.7
2019,៤.ក.១ សមាមាត្រនៃសាលាមេត្តយ្យសិក្សា បឋមសិក្សា និងមធ្យមសិក្សាដែលមានឧបករណ៍ទឹកស្អាតសម្រាប់បរិភោគ,,ភាគរយ,,51.1
2020,៤.ក.១ សមាមាត្រនៃសាលាមេត្តយ្យសិក្សា បឋមសិក្សា និងមធ្យមសិក្សាដែលមានឧបករណ៍ទឹកស្អាតសម្រាប់បរិភោគ,,ភាគរយ,,55.6
